"","subID","phase","ln_Fz","pre_MFT","delta_MFT_rest"
"891","l13","b09",0.482183345516763,0.280670268616966,0.201513076899797
"892","l13","b10",0.646351625326495,0.280670268616966,0.36568135670953
"893","l13","b11",0.389260027906349,0.280670268616966,0.108589759289384
"894","l13","b12",0.431143252739309,0.280670268616966,0.150472984122343
"895","l13","b13",0.571395075166424,0.280670268616966,0.290724806549459
"896","l13","b14",0.559013771387682,0.280670268616966,0.278343502770717
"897","l13","b15",0.480259397159131,0.280670268616966,0.199589128542165
"898","l13","b16",0.398739085289635,0.280670268616966,0.118068816672669
"899","l13","b17",0.601177646365123,0.280670268616966,0.320507377748158
"900","l13","b18",0.392623642851383,0.280670268616966,0.111953374234417
"901","l13","b19",0.48719449748329,0.280670268616966,0.206524228866325
"902","l13","b20",0.55761536314107,0.280670268616966,0.276945094524104
"903","l13","pretest",0.280670268616966,0.280670268616966,0
"904","l14","b01",0.64214633630818,0.674549932233308,-0.0324035959251282
"905","l14","b02",0.611639096724434,0.674549932233308,-0.0629108355088739
"906","l14","b03",0.67927582591564,0.674549932233308,0.00472589368233134
"907","l14","b04",0.701329718368929,0.674549932233308,0.026779786135621
"908","l14","b05",0.632579287749319,0.674549932233308,-0.0419706444839887
"909","l14","b06",0.575632537369848,0.674549932233308,-0.0989173948634602
"910","l14","b07",0.598734330196485,0.674549932233308,-0.0758156020368236
"911","l14","b08",0.694198587268606,0.674549932233308,0.0196486550352979
"912","l14","b09",0.593947449945189,0.674549932233308,-0.0806024822881194
"913","l14","b10",0.573922927958363,0.674549932233308,-0.100627004274945
"914","l14","b11",0.710499433938323,0.674549932233308,0.0359495017050151
"915","l14","b12",0.717936529766407,0.674549932233308,0.0433865975330991
"916","l14","b13",0.696401916163798,0.674549932233308,0.0218519839304896
"917","l14","b14",0.62236084348425,0.674549932233308,-0.0521890887490584
"918","l14","b15",0.579128654751741,0.674549932233308,-0.0954212774815676
"919","l14","b16",0.708091303620076,0.674549932233308,0.0335413713867676
"920","l14","b17",0.645042329791218,0.674549932233308,-0.0295076024420899
"921","l14","b18",0.681782095891926,0.674549932233308,0.00723216365861767
"922","l14","b19",0.70067705392955,0.674549932233308,0.0261271216962423
"923","l14","b20",0.573650689458416,0.674549932233308,-0.100899242774892
"924","l14","pretest",0.674549932233308,0.674549932233308,0
"925","l15","b01",0.769422961325516,0.44115456659917,0.328268394726347
"926","l15","b02",0.662612677020584,0.44115456659917,0.221458110421414
"927","l15","b03",0.657343647659991,0.44115456659917,0.216189081060822
"928","l15","b04",0.730897664454348,0.44115456659917,0.289743097855179
"929","l15","b05",0.766110629115478,0.44115456659917,0.324956062516308
"930","l15","b06",0.567375968059299,0.44115456659917,0.126221401460129
"931","l15","b07",0.851711821066203,0.44115456659917,0.410557254467034
"932","l15","b08",0.556539193016614,0.44115456659917,0.115384626417444
"933","l15","b09",0.714607456698652,0.44115456659917,0.273452890099482
"934","l15","b10",0.662531847627642,0.44115456659917,0.221377281028473
"935","l15","b11",0.619635161489723,0.44115456659917,0.178480594890553
"936","l15","b12",0.578324804817694,0.44115456659917,0.137170238218525
"937","l15","b13",0.714780534288902,0.44115456659917,0.273625967689732
"938","l15","b14",0.393001347356693,0.44115456659917,-0.0481532192424764
"939","l15","b15",0.621717262811753,0.44115456659917,0.180562696212583
"940","l15","b16",0.718550749418973,0.44115456659917,0.277396182819803
"941","l15","b17",0.740808107752618,0.44115456659917,0.299653541153448
"942","l15","b18",0.829156302278854,0.44115456659917,0.388001735679684
"943","l15","b19",0.579225534046865,0.44115456659917,0.138070967447695
"944","l15","b20",0.640241718472805,0.44115456659917,0.199087151873635
"945","l15","pretest",0.44115456659917,0.44115456659917,0
"946","l16","b01",1.62263576273634,1.50999203988756,0.112643722848775
"947","l16","b02",1.64894564418584,1.50999203988756,0.13895360429828
"948","l16","b03",1.7179795726811,1.50999203988756,0.207987532793537
"949","l16","b04",1.671731558633,1.50999203988756,0.161739518745443
"950","l16","b05",1.7716619878159,1.50999203988756,0.261669947928343
"951","l16","b06",1.6978895993045,1.50999203988756,0.187897559416939
"952","l16","b07",1.69066456108684,1.50999203988756,0.180672521199282
"953","l16","b08",1.79364608745134,1.50999203988756,0.283654047563783
"954","l16","b09",1.61710213443774,1.50999203988756,0.107110094550178
"955","l16","b10",1.70245874542441,1.50999203988756,0.192466705536852
"956","l16","b11",1.72610955760618,1.50999203988756,0.216117517718617
"957","l16","b12",1.6147327846334,1.50999203988756,0.104740744745845
"958","l16","b13",1.79228569221488,1.50999203988756,0.282293652327323
"959","l16","b14",1.74191390174689,1.50999203988756,0.231921861859332
"960","l16","b15",1.84846941057121,1.50999203988756,0.33847737068365
"961","l16","b16",1.73536645666083,1.50999203988756,0.225374416773265
"962","l16","b17",1.63978668421692,1.50999203988756,0.129794644329364
"963","l16","b18",1.7277225781887,1.50999203988756,0.217730538301141
"964","l16","b19",1.75788273170565,1.50999203988756,0.247890691818088
"965","l16","b20",1.70513393343862,1.50999203988756,0.195141893551058
"966","l16","pretest",1.50999203988756,1.50999203988756,0
"967","l17","b01",0.85700220964058,0.754623796523144,0.102378413117436
"968","l17","b02",0.934134424780741,0.754623796523144,0.179510628257597
"969","l17","b03",0.890181268953088,0.754623796523144,0.135557472429944
"970","l17","b04",0.901126944532169,0.754623796523144,0.146503148009025
"971","l17","b05",0.940995719162807,0.754623796523144,0.186371922639664
"972","l17","b06",0.90208643082738,0.754623796523144,0.147462634304237
